step,timestamp,action,price,shares,symbol,reward,transaction_cost,slippage,time_penalty,momentum
19412,2023-07-03 14:00:15.425280632,BUY,196.39508666579522,82.26171812343455,AAPL,-0.2131542182043209,0.025398218204301576,0.010000000000019327,0.177756,3.999999999999204
19444,2023-07-03 14:00:19.687913137,SELL,197.93093421073453,78.7471951726514,AAPL,-0.2461482180355447,0.08031621803554471,0.0,0.165832,-0.9999999999990905
19491,2023-07-03 14:00:24.301344518,BUY,199.05882214804365,137.52936776604648,AAPL,-0.4377481820430067,0.25398218204301576,0.009999999999990905,0.173766,4.000000000002046
19520,2023-07-03 14:00:24.945650945,BUY,197.13001082712125,168.27272899487883,AAPL,-0.3175382941973104,0.14141129419729104,0.010000000000019327,0.166127,4.999999999998295
19521,2023-07-03 14:00:24.976733113,BUY,199.0906209973312,67.0060996755102,AAPL,-0.42241318204301576,0.25398218204301576,0.0,0.168431,3.999999999999204
19522,2023-07-03 14:00:25.148346902,BUY,187.12460613894203,53.965396563079125,AAPL,-0.38947398961120616,0.22431098961120619,0.0,0.165163,3.999999999999204
19523,2023-07-03 14:00:25.148369263,BUY,198.180080033703,155.90295615032542,AAPL,-0.28444820293689044,0.11912820293689044,0.0,0.16532,3.999999999999204
19524,2023-07-03 14:00:25.148369263,BUY,199.13830859449257,157.95859769714872,AAPL,-0.4193021820430157,0.25398218204301576,0.0,0.16532,3.999999999999204
19525,2023-07-03 14:00:25.192945014,BUY,191.456392149358,83.2891268553202,AAPL,-0.42185318204301575,0.25398218204301576,0.0,0.167871,3.999999999999204
19526,2023-07-03 14:00:25.443622966,BUY,191.95018922156467,163.3180320847373,AAPL,-0.5245140464463453,0.35918504644634525,0.0,0.165329,2.000000000001023
